semantic_contract_version,url,source,source_country,published_at,discovered_via,title,regex_relevance_decision,pipeline_final_stage,prefilter_status,rejection_reason,semantic_model_text,semantic_text_sha256,semantic_text_chars,semantic_text_truncated,original_text_length,extraction_strategy,event_region,event_locality,event_object,event_problem,event_signature
1.0,https://t.me/MAYDAYMog/6074,MAYDAY TEAM,Могилёвская область,2026-09-04T09:03:17+00:00,telegram:https://t.me/s/MAYDAYMog,Начальником ивацевичской исправительной колонии №22 “Волчьи норы” назначили офицера из Новосадов,REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: Начальником ивацевичской исправительной колонии №22 “Волчьи норы” назначили офицера из Новосадов
TEXT: 👮 Начальником ивацевичской исправительной колонии №22 “Волчьи норы” назначили офицера из Новосадов . 🔻 С 1 сентября начальником ИК-22 стал Дмитрий Нестерович , который ранее в звании подполковника внутренней службы работал в ИК-14 строгого режима в Борисовском районе (д. Новосады) заместителем начальника по исправительному процессу. В Новосадах Дмитрий Нестерович курировал проекты дистанционных богословских курсов для заключённых и видеоконференций между осуждёнными и их детьми - совместно с Борисовской библиотекой – в рамках которых узники читали малышам книги. Также он организовывал видеостримы для школьников, на которых осуждённые за наркопреступления предупреждали подростков о последствиях наркомании. 📍 Напомним, прежний начальник ИК-22 Виктор Свирид 24 июля с почестями был отправлен на пенсию по достижении 50-летнего возраста. Временно выполнял обязанности начальника один из его замов Александр Шелест , но он не был утверждён в должности.",4350106e97ba700eadc14aa919e20646a05c63a053dccf4134af26dd58780a35,1067,false,957,inline_text,Брестская область,Ивацевичи,,,
1.0,https://bobr.by/news/newscompany/198671,Вечерний Бобруйск,Могилёвская область,2026-09-04T08:19:45+00:00,homepage,«Бобруйскагромаш» расширяет сотрудничество с Ганой,REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: «Бобруйскагромаш» расширяет сотрудничество с Ганой
TEXT: 3 сентября &amp;laquo;Бобруйскагромаш&amp;raquo; посетили представители компании &amp;laquo;Ghana Heavy Equipment Limited&amp;raquo; из Республики Гана. Гостям были продемонстрированы производственные мощности, а также выпускаемая холдингом линейка сельскохозяйственной техники. В ходе проведенных переговоров, под руководством генерального директора Олега Корсака, были намечены направления двустороннего взаимодействия, определена номенклатура и условия поставок белорусской техники в африканский регион. Отметим, что &amp;laquo;Бобруйскагромаш&amp;raquo; ранее поставлял в Гану бороны полунавесные тяжелые дисковые. Местные фермеры высоко оценили ее функциональность по эффективной и быстрой подготовке почвы к посеву, снижая время и затраты на обработку. bobruiskagromach.com",5b29d708698a7f6e8556418c8fb0d3d4c691b85cf9888a8f8d17527d66716c41,843,false,779,json_ld,Могилевская область,Бобруйск,,,
1.0,https://bobr.by/news/newscompany/198672,Вечерний Бобруйск,Могилёвская область,2026-09-04T08:31:19+00:00,homepage,Делегация из Объединенной Республики Танзания на «Бобруйскагромаш»,REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: Делегация из Объединенной Республики Танзания на «Бобруйскагромаш»
TEXT: &amp;laquo;Бобруйскагромаш&amp;raquo; посетила делегация сельскохозяйственных кооперативов и Министерства сельского хозяйства Объединенной Республики Танзания. &amp;laquo;Бобруйскагромаш&amp;raquo; посетила делегация сельскохозяйственных кооперативов и Министерства сельского хозяйства Объединенной Республики Танзания. Основная цель визита &amp;ndash; ознакомление с производственными мощностями Общества. Кроме того, представителям делегации была продемонстрирована линейка техники, представленная на выставочной площадке. В ходе переговоров, проведенных под руководством генерального директора Олега Корсака, африканские партнеры обозначили приоритет развития механизации и усовершенствования технологических процессов по обработке сельскохозяйственных земель в африканском регионе. &amp;laquo;Бобруйскагромаш&amp;raquo; в свою очередь предложил поставку комплекса сельскохозяйственной техники для обработки почвы и внесения удобрений, а также для приготовления и раздачи кормов и широкую линейку тракторных прицепов и полуприцепов. bobruiskagromach.com &amp;nbsp;",bd433ce7b482e0eea4aa0727ce59f9ecfcbe4727fd0bcfa1329c1823dd1870c9,1147,false,1067,json_ld,Могилевская область,Бобруйск,,,
1.0,https://golk.by/v-torzhestvennom-otkrytii-dnya-belorusskoy-pismennosti-v-kostyukovichah-primut-uchastie-okolo-600-artistov.html,Голас Касцюкоўшчыны,Могилёвская область,2026-09-04T09:36:06+00:00,feed:https://golk.by/feed | homepage | sitemap:https://golk.by/sitemap-news.xml,В торжественном открытии Дня белорусской письменности в Костюковичах примут участие около 600 артистов,REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: В торжественном открытии Дня белорусской письменности в Костюковичах примут участие около 600 артистов
SUMMARY: Около 600 артистов будут задействованы в торжественном открытии XXXIII Дня белорусской письменности 5-6 сентября в Костюковичах. Об этом журналистам рассказал главный режиссер Могилевской областной филармонии Михаил Николаенко, передает корреспондент БЕЛТА. Множество тематических локаций, история белорусского книгопечатания и ее современное звучание — гостей праздника ждет интересная и насыщенная программа. Церемония торжественного открытия состоится в 12.00 на […] The post В торжественном открытии Дня белорусской письменности в Костюковичах примут участие около 600 артистов appeared first on Костюковичи. Новости .
TEXT: Около 600 артистов будут задействованы в торжественном открытии XXXIII Дня белорусской письменности 5-6 сентября в Костюковичах. Об этом журналистам рассказал главный режиссер Могилевской областной филармонии Михаил Николаенко, передает корреспондент БЕЛТА. Множество тематических локаций, история белорусского книгопечатания и ее современное звучание — гостей праздника ждет интересная и насыщенная программа. Церемония торжественного открытия состоится в 12.00 на главной сцене праздника. «Главным художественным образом концерта «Родная мова — мова шчаслівых людзей» станет женщина — хранительница семейного очага, мама, учитель, — рассказал Михаил Николаенко. — Еще одним художественным образом представления станет символ Костюковичей — подкова, что изображена на гербе города». Начнется концерт с легенды. «Жил в Костюковичах такой Костюк. И попросил он беречь родной язык и землю, завещал передавать все это из поколения в поколение. Это и будет отражено в концерте через передачу свитка со славянской азбукой от предков нынешнему поколению детей с главным заветом — хранить и беречь белорусский язык», — отметил главный режиссер. На открытии задействовано около 600 артистов. Выступления будут сопровождаться живой музыкой в исполнении заслуженного коллектива Национального академического концертного оркестра Беларуси имени М. Я. Финберга. Знаковым событием концерта станет вручение Национальной литературной премии. Продолжит концертную часть в первый день праздника финал республиканского конкурса юных чтецов «Жывая класіка», который пройдет на главной сцене в 16.00. А в 19.30 всех приглашают на гала-концерт. Здесь назовут город, который будет принимать праздник в следующем году. После этого зрителей будет ждать яркая концертная программа и красочный фейерверк.",da75b238f2aba514b1490c9ac354c72407b3e26eda7aa37f25147b9f376d15d0,2525,false,1777,generic_html,Могилевская область,,,,
1.0,https://t.me/mogilevonline/123778,Могилёв Online,Могилёвская область,2026-09-04T09:54:10+00:00,telegram:https://t.me/s/mogilevonline,«От безысходности»: глава школьного попечительского совета украла деньги родителей,REJECT,relevance_rejected,possible,нет связки социальной темы и проблемы,"TITLE: «От безысходности»: глава школьного попечительского совета украла деньги родителей
TEXT: «От безысходности»: глава школьного попечительского совета украла деньги родителей Об инциденте рассказали гродненские правоохранители. Председателя школьного попечительского совета обвиняют в присвоении добровольных взносов. Общая сумма составила 3640 рублей . 32-летняя девушка призналась, что пошла на это от безысходности. Говорит, после увольнения с работы осталась без денег с ребенком на руках. Собранные на «благие дела» средства гродненка потратила на свои нужды. На нее завели уголовное дело за мошенничество.",fea6a0839354e31043109b3232293c0a6c66675bfe5ab6c8fbaf790d38d666a8,615,false,519,inline_text,,,школа/детский сад,,
1.0,https://t.me/mogilevonline/123777,Могилёв Online,Могилёвская область,2026-09-04T09:16:58+00:00,telegram:https://t.me/s/mogilevonline,В Бобруйске инвалид по зрению выпил растворитель — за его жизнь боролись 5 недель,REJECT,relevance_rejected,possible,нет связки социальной темы и проблемы,"TITLE: В Бобруйске инвалид по зрению выпил растворитель — за его жизнь боролись 5 недель
TEXT: В Бобруйске инвалид по зрению выпил растворитель — за его жизнь боролись 5 недель 49-летнего мужчину с проблемами по здоровью нашли в бессознательном состоянии дома на полу. Рядом с ним находилась бутылка с растворителем. Пациента в тяжелом состоянии скорая доставила в больницу. При проведении анализов в организме обнаружились ацетон и метанол. Несмотря на лечение, мужчина умер в больнице спустя пять недель. Судебная медицинская экспертиза подтвердила отравление технической жидкостью — «растворителем 646». Осложнилось ситуация тем, что бобруйчанин «сжег» дыхательные пути и другие органы. Непосредственной причиной смерти стала неспособность легких поддерживать функцию газообмена. Проверкой СК установлено, что смерть мужчины не носит криминального характера — имея инвалидность по зрению, он употребил опасную жидкость случайно.",b883bae182fb7fb5cf029369440a47ad0ebc0c93e5d38e2e8bbb0890c4022e47,931,false,836,inline_text,Могилевская область,Бобруйск,медицина,,
1.0,https://t.me/mogilevonline/123774,Могилёв Online,Могилёвская область,2026-09-04T08:06:55+00:00,telegram:https://t.me/s/mogilevonline,В Могилеве машина сбила ребенка на велосипеде — мальчик в больнице,REJECT,relevance_rejected,possible,нет связки социальной темы и проблемы,"TITLE: В Могилеве машина сбила ребенка на велосипеде — мальчик в больнице
TEXT: В Могилеве машина сбила ребенка на велосипеде — мальчик в больнице Сегодня около 8:00 на перекрестке Крупской и Белинского 34-летняя могилевчанка на Opel при повороте сбила 10-летнего школьника. Ребенок пересекал проезжую часть, не спешившись. В результате ДТП несовершеннолетний с травмами доставлен в больницу. По правилам дорожного движения, детям до 14 лет строго запрещено выезжать на дорогу без сопровождения взрослых. Кроме того, пересекать проезжую часть можно только пешком, ведя велосипед рядом. Чтобы избежать трагедий, ГАИ просит провести с юными велосипедистами дополнительную беседу о неукоснительном соблюдении ПДД.",b7c3f7d3c6a4b9ceb85b6eae8e97b90426f4a996f3749c8c08b6a5e2e6e2cff7,710,false,630,inline_text,Могилевская область,Могилев,медицина,опасность/безопасность,могилев|healthcare|safety
1.0,https://t.me/mogilevonline/123776,Могилёв Online,Могилёвская область,2026-09-04T08:36:38+00:00,telegram:https://t.me/s/mogilevonline,В Непале спустя 10 дней после наводнения под завалами нашли выживших,REJECT,relevance_rejected,needs_text,последствия стихии без жалобы на работу служб: наводнен,"TITLE: В Непале спустя 10 дней после наводнения под завалами нашли выживших
TEXT: В Непале спустя 10 дней после наводнения под завалами нашли выживших Утром 4 сентября спасатели услышали голоса из глубины тоннеля ГЭС — и начали разбирать завал, пишет Reuters. К вечеру на поверхность вывели двоих: 30-летнего Санджая Саха и 45-летнего Кабира Махарджана. Их нашли в 170 метрах от входа, после чего экстренно эвакуировали вертолетом в Катманду. Спасательную операцию вели военные Непала и бойцы Вооруженной полиции. Главная сложность — входы в тоннели оказались запечатаны грязью и обломками после того, как река Бхоте-Коши вышла из берегов из-за оползня. Работы на других объектах гидроэнергетики продолжаются. Напомним, наводнение случилось утром 26 августа. По последним данным, погибло больше тысячи человек, около четырех тысяч числятся пропавшими без вести.",8ee0a1f9d1ccaeb191aa94cd689c89a3ccb7db4f0dc4ef247cb705e64fde738f,861,false,779,inline_text,,,река/озеро/берег,,
1.0,https://magilev.by/news/2026/09/04/doma-skuchno-hochetsya-priklyuchenij-kak-eshe-zhiteli-bobrujska-obyasnyali-svoe-zhelanie-ustroitsya-na-samoe-krylatoe-predpriyatie-rajona,МогилёвОнлайн,Могилёвская область,2026-09-04T07:00:40+00:00,homepage,«Дома скучно. Хочется приключений». Как еще жители Бобруйска объясняли свое желание устроиться на самое «крылатое» предприятие района,REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: «Дома скучно. Хочется приключений». Как еще жители Бобруйска объясняли свое желание устроиться на самое «крылатое» предприятие района
TEXT: Пока остальной мир дружно переворачивал календари «в день, когда горят костры рябин», птицефабрика Вишневка вновь проводила кадровый призыв. В четверг, 3 сентября, в управлении по труду, занятости и социальной защите Бобруйского горисполкома прошел очередной День предприятия. 03.09.2026. Городской центр занятости населения, 7, улица Гоголя, Ленинский район, Бобруйск, Могилёвская область, 213809, Беларусь. День предприятия Собраться «на том же месте в тот же час» вишневцы обещали еще в конце мая, во время предыдущего «дня». Он, кстати, прошел результативно. Плотно и надежно закрыты по одной вакансии грузчика и птицевода. Об этом рассказал специалист по кадрам предприятия Павел Пригара . – Люди работают на постоянной основе, оба бобруйчане. Нареканий к ним нет, – уточнил собеседник. 03.09.2026. Городской центр занятости населения, 7, улица Гоголя, Ленинский район, Бобруйск, Могилёвская область, 213809, Беларусь. День предприятия Но численный состав предприятия – величина не постоянная. На конец весны на фабрике работало 319 человек, сейчас 317. Открыто десять вакансий. Самые актуальные – птицевод и приемщик яиц. На эти специальности на три и четыре человека соответственно. Будут рады видеть и водителя категории С, а лучше СЕ, для работы на развозе комбикорма. 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». В прошлый раз предприятие активно искало трактористов. А кто ищет… За три прошедших месяца численность механизаторов увеличилась почти вдвое – с 6 до 11. Прирост, рассказал Павел Пригара, произошел во многом за счет жителей окрестных деревень. – Пришли и работники, которые раньше у нас трудились, – рассказал специалист по кадрам. 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». Работа тракториста пока самая высокооплачиваемая на предприятия. Со сверхурочными можно заработать и до 3500 – 4000 рублей. Средняя же по фабрике в пределах 2000 – 2500. Где на районе еще такую найдешь. Потому-то «вишневцы» и делают ставку на сельчан. В первую очередь, жителей окрестных деревень. Недавно, например, в Туголице провели тоже что-то вроде Дня предприятия. И также результативно. Четыре человека заявили о желании трудоустроиться. 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». Вопрос с подвозом там давно решен: у предприятия заключен договор с индивидуальным предпринимателем в сфере пассажирских перевозок. Забирает-привозит работников не только из Туголицы, но из соседних Лекерты, Вороновичей, Дубровы. 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». Долго скучать кадровику «Вишневки» не пришлось. Первый соискатель пришел на 10-й минуте. Мужчина в зрелом возрасте долго рассказывал свою историю. Ключевые слова – Россия, здоровье, мать – складывались в единый сюжет. – Алкоголем не злоупотребляете?, – поинтересовался Павел Пригара. – Как хобби его рассматриваю, но выпить могу. – Но вы же понимаете, что каждое утро наши работники проходят медицинский контроль. У нас с этим строго. – Понимаю, поэтому и пришел. 03.09.2026. Городской центр занятости населения, 7, улица Гоголя, Ленинский район, Бобруйск, Могилёвская область, 213809, Беларусь. День предприятия Зовут соискателя Виктор Александрович. 52 года. По образованию техник-строитель. Последние 8 месяцев официально не работает, до этого трудился в России. Смерть отца заставила вернуться в Бобруйск, здесь осталась мать. Одна. Проблемы со здоровьем – это зрение, которое налагает ряд ограничений. – Смотрел и другие варианты, но не по одному не подошел, – признался мужчина. 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». Птицефабрика предложила мужчине должность подсобного рабочего с зарплатой от 1000 рублей. Первый месяц по договору подряда, а там, если хорошо, себя зарекомендует, и на контракт можно перейти. 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». Прекрасная половина соискателей подтянулась ближе к исходу «дня». Кадровый потенциал предприятия изъявили желание усилить работница склада и птицевод. За курами-несушками будет присматривать пенсионерка. – Дома скучно, хочется приключений, – объяснила свой выбор женщина. 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». Все трое соискателей получили направление на медкомиссию и после ее прохождения должны приступить к работе. А сама птицефабрика продолжит активный поиск работников. В том числе в формате «Дня предприятия». Очередной запланирован на декабрь. 03.09.2026. Городской центр занятости населения, 7, улица Гоголя, Ленинский район, Бобруйск, Могилёвская область, 213809, Беларусь. День предприятия 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». 03.09.2026. Городской центр занятости населения, 7, улица Гоголя, Ленинский район, Бобруйск, Могилёвская область, 213809, Беларусь. День предприятия Собраться «на том же месте в тот же час» вишневцы обещали еще в конце мая, во время предыдущего «дня». Он, кстати, прошел результативно. Плотно и надежно закрыты по одной вакансии грузчика и птицевода. Об этом рассказал специалист по кадрам предприятия Павел Пригара . – Люди работают на постоянной основе, оба бобруйчане. Нареканий к ним нет, – уточнил собеседник. 03.09.2026. Городской центр занятости населения, 7, улица Гоголя, Ленинский район, Бобруйск, Могилёвская область, 213809, Беларусь. День предприятия Но численный состав предприятия – величина не постоянная. На конец весны на фабрике работало 319 человек, сейчас 317. Открыто десять вакансий. Самые актуальные – птицевод и приемщик яиц. На эти специальности на три и четыре человека соответственно. Будут рады видеть и водителя категории С, а лучше СЕ, для работы на развозе комбикорма. 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». В прошлый раз предприятие активно искало трактористов. А кто ищет… За три прошедших месяца численность механизаторов увеличилась почти вдвое – с 6 до 11. Прирост, рассказал Павел Пригара, произошел во многом за счет жителей окрестных деревень. – Пришли и работники, которые раньше у нас трудились, – рассказал специалист по кадрам. 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». Работа тракториста пока самая высокооплачиваемая на предприятия. Со сверхурочными можно заработать и до 3500 – 4000 рублей. Средняя же по фабрике в пределах 2000 – 2500. Где на районе еще такую найдешь. Потому-то «вишневцы» и делают ставку на сельчан. В первую очередь, жителей окрестных деревень. Недавно, например, в Туголице провели тоже что-то вроде Дня предприятия. И также результативно. Четыре человека заявили о желании трудоустроиться. 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». Вопрос с подвозом там давно решен: у предприятия заключен договор с индивидуальным предпринимателем в сфере пассажирских перевозок. Забирает-привозит работников не только из Туголицы, но из соседних Лекерты, Вороновичей, Дубровы. 03.09.2026. Бобруйский район. ЗАО «Птицефабрика Вишневка». Долго скучать кадровику «Вишневки» не пришлось. Первый соискатель пришел на 10-й минуте. Мужчина в зрелом возрасте долго рассказывал свою историю. Ключевые слова – Россия, здоровье, мать – складывались в единый сюжет. – Алкоголем не злоупотребляете?, – поинтересовался Павел Пригара. – Как хобби его рассматриваю, но выпить могу. – Но вы же понимаете, что каждое утро наши работники проходят медицинский контроль. У нас с этим строго. – Понимаю, поэтому и пришел. 03.09.2026. Городской центр занятости населения, 7, улица Гоголя, Ленинский район, Бобруйск, Могилёвская область, 213809, Беларусь. День предприятия Зовут соискателя Виктор Александрович. 52 года. По образованию техник-строитель. Последние 8 месяцев официально не работает, до этого трудился в России. Смерть отца заставила вернуться в Бобруйск, здесь осталась мать. Одна. Проблемы со здоровьем – это зрение, которое налагает ряд ограничений. – Смотрел и другие варианты, но не по одному не подошел, – признался мужчина. 03.09.2026. Бобруйский",df70ded70087854a4c4748adec161cdfc28ae2a9000ba69d05ddb0237cc9ec6c,7995,true,45248,generic_html,Могилевская область,Бобруйск,,,
1.0,https://magilev.by/news/2026/09/04/kuda-shodit-v-mogileve-i-ne-tolko-v-blizhajshie-vyhodnye-5-6-sentyabrya-nash-gid,МогилёвОнлайн,Могилёвская область,2026-09-04T09:00:00+00:00,homepage,Куда сходить в Могилеве и не только в ближайшие выходные – 5-6 сентября: наш гид,REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: Куда сходить в Могилеве и не только в ближайшие выходные – 5-6 сентября: наш гид
TEXT: Итак, что есть интересного: Дзень беларускага пісьменства ў горадзе Касцюковічы У праграме свята: уручэнне Нацыянальнай літаратурнай прэміі; фестываль кнігі і прэсы Беларусі; выстава-прэзентацыя ўнікальных кніжных рарытэтаў; фінал рэспубліканскага конкурсу юных чытальнікаў «Жывая класіка»; творчыя сустрэчы і аўтограф-сесіі з беларускімі пісьменнікамі і публіцыстамі; аўтэнтычныя народныя абрады, рамёствы, песенная і вусная творчасць рэгіёнаў; сямейныя забаўкі, народная кухня і вулічная ежа; вячэрні святочны гала-канцэрт і феерверк. КАЛІ: 5 і 6 верасня (субота і нядзеля), пачатак у суботу ў 12.00 ДЗЕ: горад Касцюковічы КОЛЬКІ КАШТУЕ: уход вольны. Концерт выходного дня на пешеходке Могилева Выступят в вечернем концерте коллективы и исполнители Могилевской детской школы искусств №1 имени Лученка. КОГДА: 5 сентября (суббота), начало в 17.00. ГДЕ: ул. Ленинская, 34 СКОЛЬКО СТОИТ: вход свободный. Выставка вытинанки в Ратуше Могилева «Анёлы. Птушкі. Кветкі» – так называется проект, который представила могилеванка Светлана Лункевич-Адамович – призер республиканских конкурсов среди мастеров вытинанки. КОГДА: 5 и 6 сентября (суббота, воскресенье) с 11.00 до 19.00 ГДЕ: ул. Первомайская, 1 СКОЛЬКО СТОИТ: 3.50 – 1.75 руб. Выставка «Дети, в школу собирайтесь...» Это экспозиция-воспоминание – она состоит из фотографий школьников Советского Союза, учебников того же периода, даже есть школьная и пионерская форма. КОГДА: 5 и 6 сентября (суббота, воскресенье) с 10.00 до 19.00. ГДЕ: Музей этнографии Могилева (Первомайская, 8). СКОЛЬКО СТОИТ: 3.50 – 1.75 руб. Спектакль для детей «Белоснежка и гномы» 5 сентября Могилевский областной театр кукол открывает свой новый сезон. В этот день на площадке у театра устроят праздник для ребятни. В программе: интерактив и любимые герои. А следом – спектакль «Белоснежка и гномы» (6+) – сказка по мотивам известного произведения братьев Гримм. Режиссер – Игорь Казаков. КОГДА: 5 сентября (суббота), начало в 11.30. ГДЕ: Могилевский театр кукол (ул. Первомайская, 73) СКОЛЬКО СТОИТ: 10.50 руб. У праграме свята: уручэнне Нацыянальнай літаратурнай прэміі; фестываль кнігі і прэсы Беларусі; выстава-прэзентацыя ўнікальных кніжных рарытэтаў; фінал рэспубліканскага конкурсу юных чытальнікаў «Жывая класіка»; творчыя сустрэчы і аўтограф-сесіі з беларускімі пісьменнікамі і публіцыстамі; аўтэнтычныя народныя абрады, рамёствы, песенная і вусная творчасць рэгіёнаў; сямейныя забаўкі, народная кухня і вулічная ежа; вячэрні святочны гала-канцэрт і феерверк. КАЛІ: 5 і 6 верасня (субота і нядзеля), пачатак у суботу ў 12.00 ДЗЕ: горад Касцюковічы КОЛЬКІ КАШТУЕ: уход вольны. Концерт выходного дня на пешеходке Могилева Выступят в вечернем концерте коллективы и исполнители Могилевской детской школы искусств №1 имени Лученка. КОГДА: 5 сентября (суббота), начало в 17.00. ГДЕ: ул. Ленинская, 34 СКОЛЬКО СТОИТ: вход свободный. Выставка вытинанки в Ратуше Могилева «Анёлы. Птушкі. Кветкі» – так называется проект, который представила могилеванка Светлана Лункевич-Адамович – призер республиканских конкурсов среди мастеров вытинанки. КОГДА: 5 и 6 сентября (суббота, воскресенье) с 11.00 до 19.00 ГДЕ: ул. Первомайская, 1 СКОЛЬКО СТОИТ: 3.50 – 1.75 руб. Выставка «Дети, в школу собирайтесь...» Это экспозиция-воспоминание – она состоит из фотографий школьников Советского Союза, учебников того же периода, даже есть школьная и пионерская форма. КОГДА: 5 и 6 сентября (суббота, воскресенье) с 10.00 до 19.00. ГДЕ: Музей этнографии Могилева (Первомайская, 8). СКОЛЬКО СТОИТ: 3.50 – 1.75 руб. Спектакль для детей «Белоснежка и гномы» 5 сентября Могилевский областной театр кукол открывает свой новый сезон. В этот день на площадке у театра устроят праздник для ребятни. В программе: интерактив и любимые герои. А следом – спектакль «Белоснежка и гномы» (6+) – сказка по мотивам известного произведения братьев Гримм. Режиссер – Игорь Казаков. КОГДА: 5 сентября (суббота), начало в 11.30. ГДЕ: Могилевский театр кукол (ул. Первомайская, 73) СКОЛЬКО СТОИТ: 10.50 руб. КАЛІ: 5 і 6 верасня (субота і нядзеля), пачатак у суботу ў 12.00 ДЗЕ: горад Касцюковічы КОЛЬКІ КАШТУЕ: уход вольны. Концерт выходного дня на пешеходке Могилева Выступят в вечернем концерте коллективы и исполнители Могилевской детской школы искусств №1 имени Лученка. КОГДА: 5 сентября (суббота), начало в 17.00. ГДЕ: ул. Ленинская, 34 СКОЛЬКО СТОИТ: вход свободный. Выставка вытинанки в Ратуше Могилева «Анёлы. Птушкі. Кветкі» – так называется проект, который представила могилеванка Светлана Лункевич-Адамович – призер республиканских конкурсов среди мастеров вытинанки. КОГДА: 5 и 6 сентября (суббота, воскресенье) с 11.00 до 19.00 ГДЕ: ул. Первомайская, 1 СКОЛЬКО СТОИТ: 3.50 – 1.75 руб. Выставка «Дети, в школу собирайтесь...» Это экспозиция-воспоминание – она состоит из фотографий школьников Советского Союза, учебников того же периода, даже есть школьная и пионерская форма. КОГДА: 5 и 6 сентября (суббота, воскресенье) с 10.00 до 19.00. ГДЕ: Музей этнографии Могилева (Первомайская, 8). СКОЛЬКО СТОИТ: 3.50 – 1.75 руб. Спектакль для детей «Белоснежка и гномы» 5 сентября Могилевский областной театр кукол открывает свой новый сезон. В этот день на площадке у театра устроят праздник для ребятни. В программе: интерактив и любимые герои. А следом – спектакль «Белоснежка и гномы» (6+) – сказка по мотивам известного произведения братьев Гримм. Режиссер – Игорь Казаков. КОГДА: 5 сентября (суббота), начало в 11.30. ГДЕ: Могилевский театр кукол (ул. Первомайская, 73) СКОЛЬКО СТОИТ: 10.50 руб. ДЗЕ: горад Касцюковічы КОЛЬКІ КАШТУЕ: уход вольны. Концерт выходного дня на пешеходке Могилева Выступят в вечернем концерте коллективы и исполнители Могилевской детской школы искусств №1 имени Лученка. КОГДА: 5 сентября (суббота), начало в 17.00. ГДЕ: ул. Ленинская, 34 СКОЛЬКО СТОИТ: вход свободный. Выставка вытинанки в Ратуше Могилева «Анёлы. Птушкі. Кветкі» – так называется проект, который представила могилеванка Светлана Лункевич-Адамович – призер республиканских конкурсов среди мастеров вытинанки. КОГДА: 5 и 6 сентября (суббота, воскресенье) с 11.00 до 19.00 ГДЕ: ул. Первомайская, 1 СКОЛЬКО СТОИТ: 3.50 – 1.75 руб. Выставка «Дети, в школу собирайтесь...» Это экспозиция-воспоминание – она состоит из фотографий школьников Советского Союза, учебников того же периода, даже есть школьная и пионерская форма. КОГДА: 5 и 6 сентября (суббота, воскресенье) с 10.00 до 19.00. ГДЕ: Музей этнографии Могилева (Первомайская, 8). СКОЛЬКО СТОИТ: 3.50 – 1.75 руб. Спектакль для детей «Белоснежка и гномы» 5 сентября Могилевский областной театр кукол открывает свой новый сезон. В этот день на площадке у театра устроят праздник для ребятни. В программе: интерактив и любимые герои. А следом – спектакль «Белоснежка и гномы» (6+) – сказка по мотивам известного произведения братьев Гримм. Режиссер – Игорь Казаков. КОГДА: 5 сентября (суббота), начало в 11.30. ГДЕ: Могилевский театр кукол (ул. Первомайская, 73) СКОЛЬКО СТОИТ: 10.50 руб. КОЛЬКІ КАШТУЕ: уход вольны. Концерт выходного дня на пешеходке Могилева Выступят в вечернем концерте коллективы и исполнители Могилевской детской школы искусств №1 имени Лученка. КОГДА: 5 сентября (суббота), начало в 17.00. ГДЕ: ул. Ленинская, 34 СКОЛЬКО СТОИТ: вход свободный. Выставка вытинанки в Ратуше Могилева «Анёлы. Птушкі. Кветкі» – так называется проект, который представила могилеванка Светлана Лункевич-Адамович – призер республиканских конкурсов среди мастеров вытинанки. КОГДА: 5 и 6 сентября (суббота, воскресенье) с 11.00 до 19.00 ГДЕ: ул. Первомайская, 1 СКОЛЬКО СТОИТ: 3.50 – 1.75 руб. Выставка «Дети, в школу собирайтесь...» Это экспозиция-воспоминание – она состоит из фотографий школьников Советского Союза, учебников того же периода, даже есть школьная и пионерская форма. КОГДА: 5 и 6 сентября (суббота, воскресенье) с 10.00 до 19.00. ГДЕ: Музей этнографии Могилева (Первомайская, 8). СКОЛЬКО СТОИТ: 3.50 – 1.75 руб. Спектакль для детей «Белоснежка и",930a314ab80728be12ffe8d2c332be69f741833e249a81c0b23aa0a93d0c1551,7995,true,20078,generic_html,Могилевская область,Могилев,,,
