enabled,country,country_code,locality,rank,priority,name,source_type,domain,start_url,language,adapter,feed_url,sitemap_url,collection_hint,access,telegram_url
True,Гомельская область,BY-HO,Гомельская область,3,A,Газета «Сильные Новости»,website,gs.by,https://www.gs.by/,ru,standard,https://www.gs.by/rss.xml,https://www.gs.by/sitemap-news-ru.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Гомельская область,BY-HO,Гомельская область,4,B,ВГР,website,vgr.by,https://vgr.by/,ru,standard,https://vgr.by/feed/,https://vgr.by/wp-sitemap.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Гомельская область,BY-HO,Гомель,5,A,Gomel Today,telegram,t.me,https://t.me/gomeltoday,ru/be,telegram,,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Гомельская область,BY-HO,Гомель,6,B,Штодзень Гомель,telegram,t.me,https://t.me/shtodzien,be,telegram,,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Гродненская область,BY-HR,Гродно,1,A,Hrodna.life,website,hrodna.life,https://hrodna.life/,be,standard,https://hrodna.life/feed/,https://hrodna.life/news-sitemap.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Гродненская область,BY-HR,Гродно,2,A,NewGrodno,website,newgrodno.by,https://newgrodno.by/,ru/be,standard,https://newgrodno.by/feed/,https://newgrodno.by/news-sitemap.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Гродненская область,BY-HR,Гродненская область,3,B,Гродненская правозащита,website,hpravy.org,https://hpravy.org/,be,standard,https://hpravy.org/feed/,https://hpravy.org/news-sitemap.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Минская область,BY-MI,Минская область,1,B,Минская правда,website,mlyn.by,https://mlyn.by/,ru,standard,,https://mlyn.by/sitemap_index.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Минская область,BY-MI,Слуцк,2,A,Слуцк-Город,website,slutsk-gorod.by,http://slutsk-gorod.by/,ru,standard,http://slutsk-gorod.by/?format=feed&type=rss,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Минская область,BY-MI,Молодечно и регион,3,A,Kraj.by,website,kraj.by,https://kraj.by/,ru,standard,,https://kraj.by/sitemap.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Минская область,BY-MI,Дзержинск,4,B,Дзяржынская праўда,website,dzr.by,https://dzr.by/,ru,standard,,https://dzr.by/sitemap_index.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Минская область,BY-MI,Борисов и Жодино,5,A,EX-PRESS.LIVE,website,ex-press.live,https://ex-press.live/,ru,robust_article,https://ex-press.live/rss,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Минская область,BY-MI,Смолевичи,6,B,Смолевичи-24,website,smolevichi-24.by,https://smolevichi-24.by/,ru,standard,,https://smolevichi-24.by/sitemap_index.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Минская область,BY-MI,Минский район,7,B,Прысталічча,website,pristalica.by,https://pristalica.by/,ru,standard,,https://pristalica.by/sitemap_index.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Минская область,BY-MI,Солигорск,8,A,Электронный Солигорск,telegram,t.me,https://t.me/esoligorsk,ru,telegram,,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Могилёвская область,BY-MA,Бобруйск,1,A,Вечерний Бобруйск,website,bobr.by,https://bobr.by/,ru,standard,,https://bobr.by/sitemap.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Могилёвская область,BY-MA,Могилёв,2,A,МогилёвОнлайн,website,magilev.by,https://magilev.by/news/news,ru,standard,,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Могилёвская область,BY-MA,Могилёв,3,B,M-Media архив,website,m-media.storage.googleapis.com,https://m-media.storage.googleapis.com/page/1/index.html,ru/be,standard,,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Могилёвская область,BY-MA,Могилёв,4,B,MASHEKA,website,masheka.by,https://masheka.by/,ru,robust_article,https://masheka.by/rss.xml,https://masheka.by/sitemap.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Могилёвская область,BY-MA,Могилёв,5,A,MAYDAY TEAM,telegram,t.me,https://t.me/MAYDAYMog,ru/be,telegram,,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Могилёвская область,BY-MA,Могилёв,6,A,Могилёв Online,telegram,t.me,https://t.me/mogilevonline,ru,telegram,,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Минск,BY-HM,Минск,1,A,CityDog,website,citydog.io,https://citydog.io/,ru/be,standard,https://citydog.io/rss/,https://citydog.io/sitemap.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Минск,BY-HM,Минск,2,A,Blizko.by,telegram,t.me,https://t.me/blizkoby,ru,telegram,,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Беларусь,BY,Беларусь,1,A,Onlíner,website,onliner.by,https://www.onliner.by/,ru,standard,https://www.onliner.by/feed,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Беларусь,BY,Беларусь,2,A,Наша Ніва,website,nashaniva.com,https://nashaniva.com/,ru/be,standard,,https://nashaniva.com/sitemap.xml,сайт + официальная резервная Telegram-лента,публичный,https://t.me/nashaniva
True,Беларусь,BY,Беларусь,3,A,Белновости,website,belnovosti.by,https://www.belnovosti.by/belarus,ru,robust_article,https://www.belnovosti.by/all_rss.xml,https://www.belnovosti.by/googlenews.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Беларусь,BY,Беларусь,4,B,Smartpress.by,website,smartpress.by,https://smartpress.by/,ru,robust_article,https://smartpress.by/rss/news/,https://smartpress.by/sitemap.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Беларусь,BY,Беларусь,5,A,Zerkalo.io,website,zerkalo.io,https://news.zerkalo.io/latest/,ru,robust_article,https://news.zerkalo.io/rss/economics.rss|https://news.zerkalo.io/rss/life.rss,,официальные RSS + официальная резервная Telegram-лента,"публичный; HTML статьи могут отдавать 403",https://t.me/zerkalo_io
True,Беларусь,BY,Беларусь,6,A,Хартия-97,website,charter97.org,https://charter97.org/ru/news/,ru,protected_article,https://charter97.org/ru/rss/society/|https://charter97.org/ru/rss/economics/,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Беларусь,BY,Беларусь,7,A,Позірк,website,pozirk.online,https://pozirk.online/ru/news/,ru,protected_article,,,сайт + официальная резервная Telegram-лента,публичный,https://t.me/pozirkonline
True,Беларусь,BY,Беларусь,8,A,Белсат,website,ru.belsat.eu,https://ru.belsat.eu/,ru,belsat_article,https://ru.belsat.eu/rss|https://ru.belsat.eu/shared/feed/google_news.php,https://ru.belsat.eu/sitemap-full_index.xml,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Беларусь,BY,Беларусь,9,A,Reform.news,telegram,reform.news,https://t.me/reformby,ru,telegram_linked_site,,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Беларусь,BY,Регионы,10,A,Беларусь за МКАДом,telegram,t.me,https://t.me/zamkadomby,ru/be,telegram,,,RSS/sitemap/homepage или публичная Telegram-лента,публичный
True,Брестская область,BY-BR,Лунинец;Микашевичи;Лунинецкий район,6,B,Лунинецкие новости,website,lnc.by,https://lnc.by/news/,ru/be,robust_article,,https://lnc.by/sitemap.xml,только sitemap-index: подтверждён production-экстрактором,публичный
True,Витебская область,BY-VI,Орша;Оршанский район,7,B,Аршанская газета,website,orshanka.by,https://www.orshanka.by/,ru/be,robust_article,,https://www.orshanka.by/sitemap.xml,listing/sitemap: подтверждён production-экстрактором,публичный
True,Витебская область,BY-VI,Полоцк;Полоцкий район,8,B,Полацкі веснік,website,pvestnik.by,https://www.pvestnik.by/,ru/be,robust_article,https://www.pvestnik.by/feed/,https://www.pvestnik.by/sitemap.xml,listing/RSS/sitemap: адресный селектор подтверждён,публичный
True,Витебская область,BY-VI,Шарковщина;Шарковщинский район,9,B,Кліч Радзімы,website,klich.by,https://www.klich.by/,ru/be,robust_article,,,listing: адресный селектор подтверждён,публичный
True,Гомельская область,BY-HO,Хойники;Хойникский район,7,B,Хойніцкія навіны,website,hoiniki.by,https://www.hoiniki.by/,ru/be,robust_article,,,listing: адресный селектор подтверждён,публичный
True,Минская область,BY-MI,Узда;Узденский район,9,B,Чырвоная зорка,website,zorkanews.by,https://zorkanews.by/,ru/be,robust_article,,https://zorkanews.by/sitemap_index.xml,listing/sitemap: подтверждён production-экстрактором,публичный
True,Могилёвская область,BY-MA,Костюковичи;Костюковичский район,7,B,Голас Касцюкоўшчыны,website,golk.by,https://golk.by/,ru/be,robust_article,https://golk.by/feed,https://golk.by/sitemap.xml,listing/RSS/sitemap: подтверждён production-экстрактором,публичный
True,Беларусь,BY,Беларусь,11,B,Sputnik Беларусь,website,sputnik.by,https://sputnik.by/news/,ru,robust_article,,https://sputnik.by/sitemap.xml,listing/sitemap: подтверждён production-экстрактором,публичный
